,AQI Level,Cabon_dioxide PPM,Health_Level,Visibility_Level
1781,302,1614,Hazardous,Extremely Poor Visibility
1782,141,709,Moderate_Bad,Hazy
1783,430,1567,Hazardous,Extremely Poor Visibility
1784,451,1650,Hazardous,Extremely Poor Visibility
1785,439,1694,Hazardous,Extremely Poor Visibility
1786,402,1700,Hazardous,Extremely Poor Visibility
1787,370,1597,Hazardous,Extremely Poor Visibility
1788,91,564,Moderate,Slightly Hazy
1789,31,356,Good,Clear
1790,17,448,Good,Clear
1791,113,742,Moderate_Bad,Hazy
1792,48,397,Good,Clear
1793,331,1624,Hazardous,Extremely Poor Visibility
1794,62,507,Moderate,Slightly Hazy
1795,125,747,Moderate_Bad,Hazy
1796,98,483,Moderate,Slightly Hazy
1797,162,850,Unhealthy,Poor Visibility
1798,491,1533,Hazardous,Extremely Poor Visibility
1799,350,1511,Hazardous,Extremely Poor Visibility
1800,367,1535,Hazardous,Extremely Poor Visibility
1801,4,378,Good,Clear
1802,32,448,Good,Clear
1803,334,1588,Hazardous,Extremely Poor Visibility
1804,29,396,Good,Clear
1805,224,1472,Very_Unhealthy,Very Poor Visibility
1806,284,1440,Very_Unhealthy,Very Poor Visibility
1807,341,1502,Hazardous,Extremely Poor Visibility
1808,238,1169,Very_Unhealthy,Very Poor Visibility
1809,303,1609,Hazardous,Extremely Poor Visibility
1810,148,739,Moderate_Bad,Hazy
1811,312,1555,Hazardous,Extremely Poor Visibility
1812,278,1421,Very_Unhealthy,Very Poor Visibility
1813,297,1004,Very_Unhealthy,Very Poor Visibility
1814,13,363,Good,Clear
1815,233,1351,Very_Unhealthy,Very Poor Visibility
1816,478,1599,Hazardous,Extremely Poor Visibility
1817,151,981,Unhealthy,Poor Visibility
1818,442,1540,Hazardous,Extremely Poor Visibility
1819,454,1564,Hazardous,Extremely Poor Visibility
1820,491,1567,Hazardous,Extremely Poor Visibility
1821,194,898,Unhealthy,Poor Visibility
1822,418,1579,Hazardous,Extremely Poor Visibility
1823,342,1622,Hazardous,Extremely Poor Visibility
1824,216,1434,Very_Unhealthy,Very Poor Visibility
1825,50,414,Good,Clear
1826,161,988,Unhealthy,Poor Visibility
1827,297,1261,Very_Unhealthy,Very Poor Visibility
1828,189,911,Unhealthy,Poor Visibility
1829,48,415,Good,Clear
1830,493,1678,Hazardous,Extremely Poor Visibility
1831,390,1513,Hazardous,Extremely Poor Visibility
1832,486,1559,Hazardous,Extremely Poor Visibility
1833,331,1588,Hazardous,Extremely Poor Visibility
1834,477,1638,Hazardous,Extremely Poor Visibility
1835,373,1594,Hazardous,Extremely Poor Visibility
1836,158,835,Unhealthy,Poor Visibility
1837,431,1582,Hazardous,Extremely Poor Visibility
1838,461,1534,Hazardous,Extremely Poor Visibility
1839,188,955,Unhealthy,Poor Visibility
1840,367,1522,Hazardous,Extremely Poor Visibility
1841,106,743,Moderate_Bad,Hazy
1842,54,478,Moderate,Slightly Hazy
1843,25,410,Good,Clear
1844,351,1510,Hazardous,Extremely Poor Visibility
1845,46,428,Good,Clear
1846,403,1592,Hazardous,Extremely Poor Visibility
1847,128,783,Moderate_Bad,Hazy
1848,349,1520,Hazardous,Extremely Poor Visibility
1849,464,1624,Hazardous,Extremely Poor Visibility
1850,375,1677,Hazardous,Extremely Poor Visibility
1851,410,1684,Hazardous,Extremely Poor Visibility
1852,210,1068,Very_Unhealthy,Very Poor Visibility
1853,375,1596,Hazardous,Extremely Poor Visibility
1854,53,551,Moderate,Slightly Hazy
1855,19,408,Good,Clear
1856,249,1361,Very_Unhealthy,Very Poor Visibility
1857,104,726,Moderate_Bad,Hazy
1858,211,1064,Very_Unhealthy,Very Poor Visibility
1859,413,1551,Hazardous,Extremely Poor Visibility
1860,31,372,Good,Clear
1861,139,632,Moderate_Bad,Hazy
1862,15,434,Good,Clear
1863,239,1188,Very_Unhealthy,Very Poor Visibility
1864,487,1693,Hazardous,Extremely Poor Visibility
1865,433,1662,Hazardous,Extremely Poor Visibility
1866,197,929,Unhealthy,Poor Visibility
1867,403,1501,Hazardous,Extremely Poor Visibility
1868,144,651,Moderate_Bad,Hazy
1869,410,1628,Hazardous,Extremely Poor Visibility
1870,329,1511,Hazardous,Extremely Poor Visibility
1871,385,1619,Hazardous,Extremely Poor Visibility
1872,2,385,Good,Clear
1873,231,1446,Very_Unhealthy,Very Poor Visibility
1874,353,1544,Hazardous,Extremely Poor Visibility
1875,468,1614,Hazardous,Extremely Poor Visibility
1876,454,1532,Hazardous,Extremely Poor Visibility
1877,262,1043,Very_Unhealthy,Very Poor Visibility
1878,396,1510,Hazardous,Extremely Poor Visibility
1879,167,942,Unhealthy,Poor Visibility
1880,60,471,Moderate,Slightly Hazy
1881,192,859,Unhealthy,Poor Visibility
1882,37,404,Good,Clear
1883,15,445,Good,Clear
1884,431,1568,Hazardous,Extremely Poor Visibility
1885,481,1656,Hazardous,Extremely Poor Visibility
1886,202,1163,Very_Unhealthy,Very Poor Visibility
1887,499,1588,Hazardous,Extremely Poor Visibility
1888,335,1603,Hazardous,Extremely Poor Visibility
1889,228,1100,Very_Unhealthy,Very Poor Visibility
1890,168,860,Unhealthy,Poor Visibility
1891,302,1559,Hazardous,Extremely Poor Visibility
1892,372,1549,Hazardous,Extremely Poor Visibility
1893,393,1580,Hazardous,Extremely Poor Visibility
1894,99,593,Moderate,Slightly Hazy
1895,472,1527,Hazardous,Extremely Poor Visibility
1896,383,1596,Hazardous,Extremely Poor Visibility
1897,329,1533,Hazardous,Extremely Poor Visibility
1898,419,1671,Hazardous,Extremely Poor Visibility
1899,462,1696,Hazardous,Extremely Poor Visibility
1900,11,375,Good,Clear
1901,118,631,Moderate_Bad,Hazy
1902,127,702,Moderate_Bad,Hazy
1903,52,579,Moderate,Slightly Hazy
1904,125,694,Moderate_Bad,Hazy
1905,15,411,Good,Clear
1906,271,1224,Very_Unhealthy,Very Poor Visibility
1907,448,1587,Hazardous,Extremely Poor Visibility
1908,162,831,Unhealthy,Poor Visibility
1909,387,1609,Hazardous,Extremely Poor Visibility
1910,114,713,Moderate_Bad,Hazy
1911,180,924,Unhealthy,Poor Visibility
1912,353,1592,Hazardous,Extremely Poor Visibility
1913,95,502,Moderate,Slightly Hazy
1914,314,1596,Hazardous,Extremely Poor Visibility
1915,306,1682,Hazardous,Extremely Poor Visibility
1916,320,1610,Hazardous,Extremely Poor Visibility
1917,300,1085,Very_Unhealthy,Very Poor Visibility
1918,79,463,Moderate,Slightly Hazy
1919,468,1515,Hazardous,Extremely Poor Visibility
1920,138,702,Moderate_Bad,Hazy
1921,227,1165,Very_Unhealthy,Very Poor Visibility
1922,329,1575,Hazardous,Extremely Poor Visibility
1923,51,553,Moderate,Slightly Hazy
1924,38,449,Good,Clear
1925,175,849,Unhealthy,Poor Visibility
1926,342,1541,Hazardous,Extremely Poor Visibility
1927,430,1666,Hazardous,Extremely Poor Visibility
1928,145,685,Moderate_Bad,Hazy
1929,179,872,Unhealthy,Poor Visibility
1930,212,1455,Very_Unhealthy,Very Poor Visibility
1931,328,1642,Hazardous,Extremely Poor Visibility
1932,251,1467,Very_Unhealthy,Very Poor Visibility
1933,110,612,Moderate_Bad,Hazy
1934,242,1438,Very_Unhealthy,Very Poor Visibility
1935,475,1691,Hazardous,Extremely Poor Visibility
1936,449,1579,Hazardous,Extremely Poor Visibility
1937,95,508,Moderate,Slightly Hazy
1938,195,847,Unhealthy,Poor Visibility
1939,365,1685,Hazardous,Extremely Poor Visibility
1940,295,1194,Very_Unhealthy,Very Poor Visibility
1941,355,1681,Hazardous,Extremely Poor Visibility
1942,225,1456,Very_Unhealthy,Very Poor Visibility
1943,356,1599,Hazardous,Extremely Poor Visibility
1944,356,1611,Hazardous,Extremely Poor Visibility
1945,145,725,Moderate_Bad,Hazy
1946,440,1552,Hazardous,Extremely Poor Visibility
1947,132,685,Moderate_Bad,Hazy
1948,476,1675,Hazardous,Extremely Poor Visibility
1949,107,769,Moderate_Bad,Hazy
1950,161,894,Unhealthy,Poor Visibility
1951,149,606,Moderate_Bad,Hazy
1952,446,1664,Hazardous,Extremely Poor Visibility
1953,469,1639,Hazardous,Extremely Poor Visibility
1954,123,609,Moderate_Bad,Hazy
1955,439,1530,Hazardous,Extremely Poor Visibility
1956,248,1356,Very_Unhealthy,Very Poor Visibility
1957,423,1666,Hazardous,Extremely Poor Visibility
1958,463,1613,Hazardous,Extremely Poor Visibility
1959,480,1552,Hazardous,Extremely Poor Visibility
1960,325,1550,Hazardous,Extremely Poor Visibility
1961,232,1066,Very_Unhealthy,Very Poor Visibility
1962,244,1377,Very_Unhealthy,Very Poor Visibility
1963,187,908,Unhealthy,Poor Visibility
1964,71,503,Moderate,Slightly Hazy
1965,161,851,Unhealthy,Poor Visibility
1966,158,809,Unhealthy,Poor Visibility
1967,192,886,Unhealthy,Poor Visibility
1968,423,1697,Hazardous,Extremely Poor Visibility
1969,237,1458,Very_Unhealthy,Very Poor Visibility
1970,81,492,Moderate,Slightly Hazy
1971,213,1008,Very_Unhealthy,Very Poor Visibility
1972,179,910,Unhealthy,Poor Visibility
1973,76,487,Moderate,Slightly Hazy
1974,46,438,Good,Clear
1975,278,1351,Very_Unhealthy,Very Poor Visibility
1976,319,1522,Hazardous,Extremely Poor Visibility
1977,323,1572,Hazardous,Extremely Poor Visibility
1978,441,1564,Hazardous,Extremely Poor Visibility
1979,366,1616,Hazardous,Extremely Poor Visibility
1980,305,1520,Hazardous,Extremely Poor Visibility
1981,425,1586,Hazardous,Extremely Poor Visibility
1982,424,1574,Hazardous,Extremely Poor Visibility
1983,384,1586,Hazardous,Extremely Poor Visibility
1984,487,1634,Hazardous,Extremely Poor Visibility
1985,50,420,Good,Clear
1986,403,1608,Hazardous,Extremely Poor Visibility
1987,233,1028,Very_Unhealthy,Very Poor Visibility
1988,149,717,Moderate_Bad,Hazy
1989,242,1270,Very_Unhealthy,Very Poor Visibility
1990,56,564,Moderate,Slightly Hazy
1991,297,1162,Very_Unhealthy,Very Poor Visibility
1992,262,1479,Very_Unhealthy,Very Poor Visibility
1993,290,1436,Very_Unhealthy,Very Poor Visibility
1994,332,1582,Hazardous,Extremely Poor Visibility
1995,20,356,Good,Clear
1996,110,722,Moderate_Bad,Hazy
1997,17,400,Good,Clear
1998,174,881,Unhealthy,Poor Visibility
1999,172,862,Unhealthy,Poor Visibility
2000,414,1570,Hazardous,Extremely Poor Visibility
2001,46,370,Good,Clear
2002,109,631,Moderate_Bad,Hazy
2003,3,437,Good,Clear
2004,463,1611,Hazardous,Extremely Poor Visibility
2005,369,1554,Hazardous,Extremely Poor Visibility
2006,195,812,Unhealthy,Poor Visibility
2007,380,1631,Hazardous,Extremely Poor Visibility
2008,313,1591,Hazardous,Extremely Poor Visibility
2009,313,1650,Hazardous,Extremely Poor Visibility
2010,454,1665,Hazardous,Extremely Poor Visibility
2011,461,1668,Hazardous,Extremely Poor Visibility
2012,457,1621,Hazardous,Extremely Poor Visibility
2013,4,430,Good,Clear
2014,116,735,Moderate_Bad,Hazy
2015,100,584,Moderate,Slightly Hazy
2016,352,1512,Hazardous,Extremely Poor Visibility
2017,60,468,Moderate,Slightly Hazy
2018,232,1069,Very_Unhealthy,Very Poor Visibility
2019,132,784,Moderate_Bad,Hazy
2020,483,1557,Hazardous,Extremely Poor Visibility
2021,438,1574,Hazardous,Extremely Poor Visibility
2022,210,1382,Very_Unhealthy,Very Poor Visibility
2023,414,1579,Hazardous,Extremely Poor Visibility
2024,446,1620,Hazardous,Extremely Poor Visibility
2025,381,1530,Hazardous,Extremely Poor Visibility
2026,435,1624,Hazardous,Extremely Poor Visibility
2027,382,1522,Hazardous,Extremely Poor Visibility
2028,107,766,Moderate_Bad,Hazy
2029,45,430,Good,Clear
2030,469,1693,Hazardous,Extremely Poor Visibility
2031,420,1595,Hazardous,Extremely Poor Visibility
2032,223,1103,Very_Unhealthy,Very Poor Visibility
2033,430,1602,Hazardous,Extremely Poor Visibility
2034,94,557,Moderate,Slightly Hazy
2035,285,1065,Very_Unhealthy,Very Poor Visibility
2036,490,1504,Hazardous,Extremely Poor Visibility
2037,466,1501,Hazardous,Extremely Poor Visibility
2038,379,1578,Hazardous,Extremely Poor Visibility
2039,459,1625,Hazardous,Extremely Poor Visibility
2040,399,1679,Hazardous,Extremely Poor Visibility
2041,430,1596,Hazardous,Extremely Poor Visibility
2042,127,668,Moderate_Bad,Hazy
2043,392,1524,Hazardous,Extremely Poor Visibility
2044,82,594,Moderate,Slightly Hazy
2045,186,956,Unhealthy,Poor Visibility
2046,428,1616,Hazardous,Extremely Poor Visibility
2047,450,1612,Hazardous,Extremely Poor Visibility
2048,330,1566,Hazardous,Extremely Poor Visibility
2049,497,1690,Hazardous,Extremely Poor Visibility
2050,413,1627,Hazardous,Extremely Poor Visibility
2051,238,1008,Very_Unhealthy,Very Poor Visibility
2052,36,383,Good,Clear
2053,256,1204,Very_Unhealthy,Very Poor Visibility
2054,206,1190,Very_Unhealthy,Very Poor Visibility
2055,5,386,Good,Clear
2056,62,494,Moderate,Slightly Hazy
2057,374,1687,Hazardous,Extremely Poor Visibility
2058,426,1633,Hazardous,Extremely Poor Visibility
2059,499,1501,Hazardous,Extremely Poor Visibility
2060,132,620,Moderate_Bad,Hazy
2061,363,1674,Hazardous,Extremely Poor Visibility
2062,218,1214,Very_Unhealthy,Very Poor Visibility
2063,387,1696,Hazardous,Extremely Poor Visibility
2064,133,740,Moderate_Bad,Hazy
2065,108,634,Moderate_Bad,Hazy
2066,137,665,Moderate_Bad,Hazy
2067,329,1505,Hazardous,Extremely Poor Visibility
2068,406,1677,Hazardous,Extremely Poor Visibility
2069,185,876,Unhealthy,Poor Visibility
2070,269,1456,Very_Unhealthy,Very Poor Visibility
2071,478,1549,Hazardous,Extremely Poor Visibility
2072,488,1682,Hazardous,Extremely Poor Visibility
2073,430,1595,Hazardous,Extremely Poor Visibility
2074,96,599,Moderate,Slightly Hazy
2075,297,1402,Very_Unhealthy,Very Poor Visibility
2076,326,1514,Hazardous,Extremely Poor Visibility
2077,175,926,Unhealthy,Poor Visibility
2078,372,1684,Hazardous,Extremely Poor Visibility
2079,448,1593,Hazardous,Extremely Poor Visibility
2080,287,1325,Very_Unhealthy,Very Poor Visibility
2081,13,418,Good,Clear
2082,208,1251,Very_Unhealthy,Very Poor Visibility
2083,218,1105,Very_Unhealthy,Very Poor Visibility
2084,121,690,Moderate_Bad,Hazy
2085,442,1643,Hazardous,Extremely Poor Visibility
2086,46,410,Good,Clear
2087,221,1325,Very_Unhealthy,Very Poor Visibility
2088,311,1597,Hazardous,Extremely Poor Visibility
2089,306,1558,Hazardous,Extremely Poor Visibility
2090,283,1114,Very_Unhealthy,Very Poor Visibility
2091,351,1532,Hazardous,Extremely Poor Visibility
2092,0,416,Good,Clear
2093,273,1192,Very_Unhealthy,Very Poor Visibility
2094,291,1119,Very_Unhealthy,Very Poor Visibility
2095,281,1324,Very_Unhealthy,Very Poor Visibility
2096,316,1680,Hazardous,Extremely Poor Visibility
2097,81,532,Moderate,Slightly Hazy
2098,280,1309,Very_Unhealthy,Very Poor Visibility
2099,183,870,Unhealthy,Poor Visibility
2100,32,372,Good,Clear
2101,85,489,Moderate,Slightly Hazy
2102,276,1209,Very_Unhealthy,Very Poor Visibility
2103,428,1524,Hazardous,Extremely Poor Visibility
2104,67,528,Moderate,Slightly Hazy
2105,260,1378,Very_Unhealthy,Very Poor Visibility
2106,177,897,Unhealthy,Poor Visibility
2107,420,1547,Hazardous,Extremely Poor Visibility
2108,165,978,Unhealthy,Poor Visibility
2109,9,359,Good,Clear
2110,453,1662,Hazardous,Extremely Poor Visibility
2111,458,1642,Hazardous,Extremely Poor Visibility
2112,231,1478,Very_Unhealthy,Very Poor Visibility
2113,52,504,Moderate,Slightly Hazy
2114,403,1521,Hazardous,Extremely Poor Visibility
2115,474,1622,Hazardous,Extremely Poor Visibility
2116,388,1650,Hazardous,Extremely Poor Visibility
2117,436,1694,Hazardous,Extremely Poor Visibility
2118,251,1201,Very_Unhealthy,Very Poor Visibility
2119,230,1214,Very_Unhealthy,Very Poor Visibility
2120,178,999,Unhealthy,Poor Visibility
2121,139,676,Moderate_Bad,Hazy
2122,373,1593,Hazardous,Extremely Poor Visibility
2123,153,951,Unhealthy,Poor Visibility
2124,40,450,Good,Clear
2125,310,1553,Hazardous,Extremely Poor Visibility
2126,264,1215,Very_Unhealthy,Very Poor Visibility
2127,303,1536,Hazardous,Extremely Poor Visibility
2128,94,476,Moderate,Slightly Hazy
2129,248,1490,Very_Unhealthy,Very Poor Visibility
2130,305,1556,Hazardous,Extremely Poor Visibility
2131,248,1265,Very_Unhealthy,Very Poor Visibility
2132,254,1309,Very_Unhealthy,Very Poor Visibility
2133,495,1591,Hazardous,Extremely Poor Visibility
2134,362,1528,Hazardous,Extremely Poor Visibility
2135,398,1520,Hazardous,Extremely Poor Visibility
2136,289,1477,Very_Unhealthy,Very Poor Visibility
2137,34,383,Good,Clear
2138,489,1611,Hazardous,Extremely Poor Visibility
2139,52,454,Moderate,Slightly Hazy
2140,263,1240,Very_Unhealthy,Very Poor Visibility
2141,382,1593,Hazardous,Extremely Poor Visibility
2142,41,351,Good,Clear
2143,258,1117,Very_Unhealthy,Very Poor Visibility
2144,426,1632,Hazardous,Extremely Poor Visibility
2145,281,1239,Very_Unhealthy,Very Poor Visibility
2146,413,1633,Hazardous,Extremely Poor Visibility
2147,240,1175,Very_Unhealthy,Very Poor Visibility
2148,255,1310,Very_Unhealthy,Very Poor Visibility
2149,412,1652,Hazardous,Extremely Poor Visibility
2150,394,1578,Hazardous,Extremely Poor Visibility
2151,131,653,Moderate_Bad,Hazy
2152,477,1607,Hazardous,Extremely Poor Visibility
2153,54,506,Moderate,Slightly Hazy
2154,69,597,Moderate,Slightly Hazy
2155,126,778,Moderate_Bad,Hazy
2156,398,1503,Hazardous,Extremely Poor Visibility
2157,451,1623,Hazardous,Extremely Poor Visibility
2158,344,1605,Hazardous,Extremely Poor Visibility
2159,312,1645,Hazardous,Extremely Poor Visibility
2160,93,594,Moderate,Slightly Hazy
2161,154,946,Unhealthy,Poor Visibility
2162,90,468,Moderate,Slightly Hazy
2163,305,1546,Hazardous,Extremely Poor Visibility
2164,151,888,Unhealthy,Poor Visibility
2165,280,1242,Very_Unhealthy,Very Poor Visibility
2166,14,447,Good,Clear
2167,435,1689,Hazardous,Extremely Poor Visibility
2168,191,822,Unhealthy,Poor Visibility
2169,298,1065,Very_Unhealthy,Very Poor Visibility
2170,26,394,Good,Clear
2171,34,447,Good,Clear
2172,315,1699,Hazardous,Extremely Poor Visibility
2173,477,1631,Hazardous,Extremely Poor Visibility
2174,226,1119,Very_Unhealthy,Very Poor Visibility
2175,101,654,Moderate_Bad,Hazy
2176,45,386,Good,Clear
2177,465,1629,Hazardous,Extremely Poor Visibility
2178,68,509,Moderate,Slightly Hazy
2179,336,1583,Hazardous,Extremely Poor Visibility
2180,319,1577,Hazardous,Extremely Poor Visibility
2181,455,1601,Hazardous,Extremely Poor Visibility
2182,236,1429,Very_Unhealthy,Very Poor Visibility
2183,434,1686,Hazardous,Extremely Poor Visibility
2184,274,1265,Very_Unhealthy,Very Poor Visibility
2185,239,1016,Very_Unhealthy,Very Poor Visibility
2186,329,1569,Hazardous,Extremely Poor Visibility
2187,118,747,Moderate_Bad,Hazy
2188,499,1642,Hazardous,Extremely Poor Visibility
2189,432,1679,Hazardous,Extremely Poor Visibility
2190,39,430,Good,Clear
2191,233,1313,Very_Unhealthy,Very Poor Visibility
2192,234,1214,Very_Unhealthy,Very Poor Visibility
2193,2,384,Good,Clear
2194,228,1264,Very_Unhealthy,Very Poor Visibility
2195,384,1569,Hazardous,Extremely Poor Visibility
2196,311,1686,Hazardous,Extremely Poor Visibility
2197,49,414,Good,Clear
2198,213,1072,Very_Unhealthy,Very Poor Visibility
2199,339,1671,Hazardous,Extremely Poor Visibility
2200,469,1620,Hazardous,Extremely Poor Visibility
2201,210,1028,Very_Unhealthy,Very Poor Visibility
2202,323,1696,Hazardous,Extremely Poor Visibility
2203,292,1219,Very_Unhealthy,Very Poor Visibility
2204,0,371,Good,Clear
2205,150,748,Moderate_Bad,Hazy
2206,191,846,Unhealthy,Poor Visibility
2207,233,1149,Very_Unhealthy,Very Poor Visibility
2208,369,1691,Hazardous,Extremely Poor Visibility
2209,71,547,Moderate,Slightly Hazy
2210,23,430,Good,Clear
2211,312,1644,Hazardous,Extremely Poor Visibility
2212,265,1179,Very_Unhealthy,Very Poor Visibility
2213,51,459,Moderate,Slightly Hazy
2214,67,468,Moderate,Slightly Hazy
2215,352,1611,Hazardous,Extremely Poor Visibility
2216,137,706,Moderate_Bad,Hazy
2217,147,724,Moderate_Bad,Hazy
2218,17,450,Good,Clear
2219,388,1683,Hazardous,Extremely Poor Visibility
2220,447,1522,Hazardous,Extremely Poor Visibility
2221,448,1700,Hazardous,Extremely Poor Visibility
